"","grid","month","rat_abun","rat_sd","poss_abun","poss_sd","mouse_abun","mouse_sd","treat"
"42","Mokihaha South",2,3.69293183331034,0.0936401518872988,4.30631320421841,0.0712153004631747,1.62152598170247,0.200527234918834,"Possum removal"
"43","Mokihaha South",5,1.55897426308375,0.320053796725152,3.02124401284806,0.115904521584751,2.05342193942118,0.172140679050719,"Possum removal"
"44","Mokihaha South",8,2.77036831007259,0.1511585023068,2.2067100305598,0.188047654344294,1.3296369604256,0.223925239921768,"Possum removal"
"45","Mokihaha South",11,NA,NA,NA,NA,NA,NA,"Possum removal"
"46","Mokihaha South",16,4.08972591325262,0.0889561733512218,3.07907984479445,0.129043673451661,0.197256000255431,0.333320071689595,"Possum removal"
"47","Mokihaha South",19,3.36056313476794,0.117841789210647,2.63195114882778,0.155602487271079,0.00799429748245804,0.0740113582298579,"Possum removal"
"48","Mokihaha South",22,4.19801081715101,0.0868333920504482,2.76505592852256,0.141057835698134,2.53252410640411,0.134141885698259,"Possum removal"
"49","Mokihaha South",27,4.30561547198222,0.0825235279832348,3.04289337939288,0.124365426258412,2.13977317602861,0.141162811981904,"Possum removal"
"50","Mokihaha South",31,4.02038076875896,0.0963335423352406,3.00879003157213,0.131277787100871,0.00794808767042071,0.0737996311261037,"Possum removal"
"51","Te Tehi",0,3.34441979817908,0.111839853660746,NA,NA,1.84532138366517,0.183750242597783,"Possum removal"
"52","Te Tehi",2,2.77106613925122,0.150339102287351,4.99149627846146,0.0639153474496265,1.86836228335687,0.184716918420316,"Possum removal"
"53","Te Tehi",5,NA,NA,3.72684913599515,0.0942808461980538,NA,NA,"Possum removal"
"54","Te Tehi",8,1.54942422697333,0.320662220068607,0.919468203079814,0.491547312332753,1.56893747508184,0.179360988530527,"Possum removal"
"55","Te Tehi",11,1.75048179610167,0.259142641320576,NA,NA,2.74471334006743,0.125101983781213,"Possum removal"
"56","Te Tehi",16,2.64331369621483,0.144041357404813,2.5450361181743,0.15434750808208,3.17677664030359,0.120493430794944,"Possum removal"
"57","Te Tehi",19,3.45946534298516,0.116501637869608,3.07116652412785,0.129746793772404,2.03911943018401,0.171097259046465,"Possum removal"
"58","Te Tehi",22,4.5230028943188,0.0800912195609529,NA,NA,2.55172239513317,0.139706317696569,"Possum removal"
"59","Te Tehi",27,4.73783969991928,0.0798604932157691,2.79856710926949,0.142116064141725,2.1791889929697,0.159466779206157,"Possum removal"
"60","Te Tehi",31,4.46666937827796,0.0831765403893241,2.83589688585762,0.138706872510809,0.207151988040397,0.341253700041096,"Possum removal"
"61","Kaimai North East",0,3.83377337751602,0.0955185710540395,2.74145134283816,0.149390428570075,1.18718289222794,0.146541154079091,"Stoat removal"
"62","Kaimai North East",2,2.64648374478789,0.158443825916505,4.07314689413604,0.0836130053907148,2.42481108919341,0.139900051664214,"Stoat removal"
"63","Kaimai North East",5,3.27082607438696,0.122115527975133,3.99067073603129,0.0872956416356691,2.38990658043175,0.13745764467103,"Stoat removal"
"64","Kaimai North East",8,2.92100376374771,0.147364734230433,4.55477471746124,0.0679669120314414,1.3476096725878,0.228711085812277,"Stoat removal"
"65","Kaimai North East",11,3.16586619667311,0.129900367281135,NA,NA,2.07110406435452,0.17463641972223,"Stoat removal"
"66","Kaimai North East",16,3.9335884428986,0.0966640978341674,4.38928095335198,0.0740255574116555,0.008410185790794,0.075889059073916,"Stoat removal"
"67","Kaimai North East",19,3.39173375907823,0.121314365311943,4.24853765706537,0.0781796634223099,0.211965660694656,0.34336092676172,"Stoat removal"
"68","Kaimai North East",22,4.2394996559761,0.0841994701649083,3.97234954613979,0.0832252390184544,0.00938059184357793,0.0800909665477451,"Stoat removal"
"69","Kaimai North East",27,3.06296825755498,0.127010530325415,3.45984856609695,0.103673033759294,0.00776324842227139,0.0729462848529625,"Stoat removal"
"70","Kaimai North East",31,3.27144184386909,0.12778052401323,4.02287599412524,0.0762230989651296,0.00804050729449537,0.0742224525917162,"Stoat removal"
"71","Kaimai North North",0,3.49951829490155,0.104773350812699,3.38481699449287,0.112853794208535,1.92640180957232,0.131796786190707,"Stoat removal"
"72","Kaimai North North",2,3.26596016168166,0.126322741924741,3.86592084237823,0.0855290117966653,2.15196771306456,0.149066658872159,"Stoat removal"
"73","Kaimai North North",5,3.91399063463078,0.0987205068703264,3.80444362099508,0.0901145581318836,1.99086832112499,0.158733496078054,"Stoat removal"
"74","Kaimai North North",8,2.82993509789688,0.153287342789643,4.20081174199036,0.0722957044769321,0.923230177239882,0.266023180569928,"Stoat removal"
"75","Kaimai North North",11,NA,NA,NA,NA,NA,NA,"Stoat removal"
"76","Kaimai North North",16,3.4938248399153,0.11396785024278,3.96145232717725,0.0805887740258193,0.214082695652596,0.345212996643983,"Stoat removal"
"77","Kaimai North North",19,3.37043447190221,0.121455568082084,3.9393210258007,0.0789080498867991,0.204471818942231,0.33844695763012,"Stoat removal"
"78","Kaimai North North",22,4.18371807251021,0.090087945701231,4.02428633511424,0.0780389198119148,0.201921523675576,0.337508110608822,"Stoat removal"
"79","Kaimai North North",27,3.55503656783781,0.108242972205585,3.65751199977553,0.0777032835652801,0.92350563658707,0.268361783429771,"Stoat removal"
"80","Kaimai North North",31,2.91691119866894,0.144494262516529,3.79425225932765,0.0680970120729046,0.00827155635468201,0.0752686190424847,"Stoat removal"
"81","Okopeka East",0,2.76332131125984,0.150537629083152,4.0009258660112,0.0870105438958057,0.921512248523067,0.265848925227962,"Stoat removal"
"82","Okopeka East",2,2.22845782876004,0.198932255914506,3.71527247802332,0.0941772869711678,0.00831776616671934,0.0754760273755499,"Stoat removal"
"83","Okopeka East",5,2.23086535650423,0.200982152791687,3.61139998955547,0.0995285373739707,0.188882365269847,0.329435778449177,"Stoat removal"
"84","Okopeka East",8,2.05864454610121,0.1876855634445,4.29296013670879,0.0773884692662797,0.00808671710653269,0.074432919595113,"Stoat removal"
"85","Okopeka East",11,NA,NA,NA,NA,NA,NA,"Stoat removal"
"86","Okopeka East",16,3.54293649486519,0.11297183284634,3.91023625980865,0.0878744370395926,2.46132902282855,0.146888423096923,"Stoat removal"
"87","Okopeka East",19,3.84348334279873,0.102096215032286,4.66418822003238,0.0673358634021193,1.6329584952432,0.200569163003595,"Stoat removal"
"88","Okopeka East",22,3.50586894491921,0.113223919667311,4.35098603949443,0.0734904304619076,2.32554400284714,0.151836142156364,"Stoat removal"
"89","Okopeka East",27,3.93135521970751,0.0977947226290426,4.23627546068515,0.0788488760883324,1.34554985717934,0.230010160389308,"Stoat removal"
"90","Okopeka East",31,3.55838406360118,0.113936033115655,3.89578732622659,0.0898186788045174,0.817368255421841,0.205494806570219,"Stoat removal"
"91","Okopeka West",0,3.91868182794221,0.100118935283346,2.74704903776124,0.150163531155767,2.17874391643442,0.159640079032382,"Stoat removal"
"92","Okopeka West",2,3.98976624743705,0.0926695793074477,3.87174928539035,0.0919812043016878,1.63100835064041,0.200868101439225,"Stoat removal"
"93","Okopeka West",5,3.72774736665385,0.107081374497561,3.3678456312436,0.11359337172846,0.924657422136243,0.267883733524651,"Stoat removal"
"94","Okopeka West",8,2.33699811851361,0.180051805320494,3.56505332505708,0.104575491145837,1.6554929384732,0.206790409811402,"Stoat removal"
"95","Okopeka West",11,NA,NA,NA,NA,NA,NA,"Stoat removal"
"96","Okopeka West",16,4.22723457687186,0.0858434400656122,3.97975248108244,0.0863824491522892,0.0076246189861594,0.0722993555863674,"Stoat removal"
"97","Okopeka West",19,4.30957150249348,0.0877124102737411,4.1363234142281,0.0822810693332034,1.82079080266132,0.171022383797506,"Stoat removal"
"98","Okopeka West",22,3.97204526126938,0.099262932348358,4.41575121523544,0.0718969366553991,1.83066509089944,0.181188778423495,"Stoat removal"
"99","Okopeka West",27,4.30167444800075,0.0851559942553924,4.05966869983152,0.084143211041794,1.31110688268313,0.221052574700671,"Stoat removal"
"100","Okopeka West",31,4.07097415577894,0.0953925608460846,4.02823300982149,0.0853282028478759,0.00771703861023406,0.072731310494719,"Stoat removal"
