trip.no	area.id	date	grid.id	trap.id	observer	fate	tag.left	tag.right	species	sex	weight	length	notch	repro.stat	died	trap.note
9	P+	22/05/2001	MR2	A6	Yockney	SE										
9	P+	22/05/2001	MR2	A7	Yockney	OLD	n/a	1480	Mouse	M	17.5	80	Win	Juv		
9	P+	22/05/2001	MR2	A8	Yockney	OLD	n/a	2418	Mouse	F	14	78	Win	Juv		
9	P+	22/05/2001	MR2	B1	Yockney	OLD	n/a	1463	Mouse	M	14	80	Spr	Juv		
9	P+	22/05/2001	MR2	B4	Yockney	SE										
9	P+	22/05/2001	MR2	C8	Yockney	OLD	n/a	2068	Mouse	M	20	80	Aut	Juv		
9	P+	22/05/2001	MR2	C9	Yockney	SE										
9	P+	22/05/2001	MR2	D1	Yockney	SE										
9	P+	22/05/2001	MR2	D2	Yockney	OLD	n/a	2945	Mouse		15	70	Sum	Juv		
9	P+	22/05/2001	MR2	D9	Yockney	OLD	n/a	1475	Mouse	F	17	75	Win	Juv		
9	P+	22/05/2001	MR2	F6	Yockney	OLD	n/a	2433	Mouse	M	17	85	Win	Juv		
9	P+	22/05/2001	MR2	F7	Yockney	SE										
9	P+	22/05/2001	MR2	G3	Yockney	OLD	n/a	1512	Mouse	M	16.5	90	Spr	Juv		
9	P+	22/05/2001	MR2	G5	Yockney	OLD	n/a	2752	Mouse	F	13	80	Spr	Juv		
9	P+	22/05/2001	MR2	H5	Yockney	OLD	n/a	2871	Mouse	F	13.5	80	Win	Juv		
9	P+	22/05/2001	MR2	H9	Yockney	SE										
9	P+	22/05/2001	MR2	I4	Yockney	NEW	n/a	1414	Mouse	M	16	80	Aut	Juv		
9	P+	22/05/2001	MR2	I5	Yockney	OLD	n/a	2903	Mouse	F	16	80	Win	Juv		
9	P+	22/05/2001	MR2	I6	Yockney	SE										
9	P+	22/05/2001	MR2	I7	Yockney	SE										
9	P+	22/05/2001	R1	A2	Yockney	SE										
9	P+	22/05/2001	R1	C9	Yockney	SE										
9	P+	22/05/2001	R1	H9	Yockney	SE										
9	P+	22/05/2001	R1	I1	Yockney	SE										
9	P+	22/05/2001	R2	B5	Yockney	SE										
9	P+	22/05/2001	R2	B7	Yockney	NEW			Kiore						y	DOA
9	P+	22/05/2001	R2	C6	Yockney	SE										
9	P+	22/05/2001	R2	C8	Yockney	SE										
9	P+	22/05/2001	R2	D1	Yockney	DEAD	n/a		Mouse							
9	P+	22/05/2001	R2	E4	Yockney	SE										
9	P+	22/05/2001	R2	E7	Yockney	SE										
9	P+	22/05/2001	R2	F6	Yockney	DEAD	n/a		Mouse							
9	P+	22/05/2001	R2	F8	Yockney	NEW	1523	2915	Kiore	F	38	110		Juv		
9	P+	22/05/2001	R2	F9	Yockney	SE										
9	P+	22/05/2001	R2	G2	Yockney	SE										
9	P+	22/05/2001	R2	G3	Yockney	SE										
9	P+	22/05/2001	R2	G4	Yockney	DEAD	n/a		Mouse							
9	P+	22/05/2001	R2	G6	Yockney	SE										
9	P+	22/05/2001	R2	G7	Yockney	SE										
9	P+	23/05/2001	M1	A9	Yockney	SE										
9	P+	23/05/2001	M1	B1	Yockney	SE										
9	P+	23/05/2001	M1	B3	Yockney	SE										
9	P+	23/05/2001	M1	B4	Yockney	SE										
9	P+	23/05/2001	M1	B7	Yockney	SE										
9	P+	23/05/2001	M1	B8	Yockney	SE										
9	P+	23/05/2001	M1	B9	Yockney	SE										
9	P+	23/05/2001	M1	C2	Yockney	SE										
9	P+	23/05/2001	M1	C4	Yockney	SE										
9	P+	23/05/2001	M1	C5	Yockney	SE										
9	P+	23/05/2001	M1	C6	Yockney	SE										
9	P+	23/05/2001	M1	C7	Yockney	SE										
9	P+	23/05/2001	M1	C8	Yockney	SE										
9	P+	23/05/2001	M1	C9	Yockney	SE										
9	P+	23/05/2001	M1	D1	Yockney	RECAP	n/a	1577	Mouse				Aut		y	DOA
9	P+	23/05/2001	M1	D4	Yockney	SE										
9	P+	23/05/2001	M1	D5	Yockney	SE										
9	P+	23/05/2001	M1	D6	Yockney	SE										
9	P+	23/05/2001	M1	D7	Yockney	SE										
9	P+	23/05/2001	M1	D8	Yockney	SE										
9	P+	23/05/2001	M1	D9	Yockney	SE										
9	P+	23/05/2001	M1	E1	Choquenot	RECAP	n/a	2955	Mouse	M			Sum			
9	P+	23/05/2001	M1	F2	Choquenot	OLD	n/a	2872	Mouse	M			Sum			
9	P+	23/05/2001	M1	F8	Choquenot	SE										
9	P+	23/05/2001	M1	G5	Choquenot	OLD	n/a	2953	Mouse	M	20	85	Sum	Juv		
9	P+	23/05/2001	M1	G7	Choquenot	SE										
9	P+	23/05/2001	M1	G8	Choquenot	SE										
9	P+	23/05/2001	M1	G9	Choquenot	SE										
9	P+	23/05/2001	M1	H1	Choquenot	SE										
9	P+	23/05/2001	M1	H4	Choquenot	SE										
9	P+	23/05/2001	M1	H5	Choquenot	SE										
9	P+	23/05/2001	M1	H8	Choquenot	SE										
9	P+	23/05/2001	M1	H9	Choquenot	SE										
9	P+	23/05/2001	M1	I1	Choquenot	SE										
9	P+	23/05/2001	M1	I5	Choquenot	OLD	n/a		Mouse						y	DOA
9	P+	23/05/2001	M1	I6	Choquenot	SE										
9	P+	23/05/2001	M1	I9	Choquenot	SE										
9	P+	23/05/2001	M2	A8	Yockney	NEW	n/a	1548	Mouse	M	15.5	70	Aut	Juv		
9	P+	23/05/2001	M2	B1	Yockney	SE										
9	P+	23/05/2001	M2	B3	Yockney	SE										
9	P+	23/05/2001	M2	B4	Yockney	RECAP	n/a	2349	Mouse	M			Win			
9	P+	23/05/2001	M2	B8	Yockney	RECAP	n/a	1481	Mouse							
9	P+	23/05/2001	M2	C5	Yockney	SE										
9	P+	23/05/2001	M2	C6	Yockney	OLD	n/a	2337	Mouse	F			Win			
9	P+	23/05/2001	M2	C7	Yockney	RECAP	n/a	2556	Mouse						y	DOA
9	P+	23/05/2001	M2	D2	Yockney	SE										
9	P+	23/05/2001	M2	D4	Yockney	SE										
9	P+	23/05/2001	M2	D5	Yockney	RECAP	n/a	1478	Mouse							
9	P+	23/05/2001	M2	E8	Choquenot	SE										
9	P+	23/05/2001	M2	F4	Choquenot	OLD	n/a	2905	Mouse	F			Win			
9	P+	23/05/2001	M2	F6	Choquenot	RECAP	n/a	1524	Mouse							
9	P+	23/05/2001	M2	G1	Choquenot	NEW	n/a	2959	Mouse	M	14	75	Aut	Juv		
9	P+	23/05/2001	M2	G3	Choquenot	RECAP	n/a	2994	Mouse	F			Win			
9	P+	23/05/2001	M2	G4	Choquenot	SE										
9	P+	23/05/2001	M2	H1	Choquenot	OLD	n/a	2937	Mouse	F	20	80	Win	Juv		
9	P+	23/05/2001	M2	H2	Choquenot	RECAP	n/a	1514	Mouse				Aut			
9	P+	23/05/2001	M2	H3	Choquenot	RECAP	n/a	2197	Mouse							
9	P+	23/05/2001	M2	H9	Choquenot	RECAP	n/a	1502	Mouse							
9	P+	23/05/2001	M2	I2	Choquenot	NEW	n/a		Mouse						y	DOA
9	P+	23/05/2001	M2	I4	Choquenot	OLD	n/a	1496	Mouse	M	22	90	Win	Juv		
9	P+	23/05/2001	MR1	A1	Yockney	OLD	n/a	1528	Mouse	M	12.5	75	Sum	Juv		
9	P+	23/05/2001	MR1	B4	Yockney	SE										
9	P+	23/05/2001	MR1	B5	Yockney	SE										
9	P+	23/05/2001	MR1	C3	Yockney	RECAP	2939	2949	Kiore							
9	P+	23/05/2001	MR1	C5	Yockney	SE										
9	P+	23/05/2001	MR1	C7	Yockney	RECAP	n/a	1482	Mouse	M			Win			
9	P+	23/05/2001	MR1	C8	Yockney	SE										
9	P+	23/05/2001	MR1	C9	Yockney	SE										
9	P+	23/05/2001	MR1	D1	Yockney	SE										
9	P+	23/05/2001	MR1	D2	Yockney	SE										
9	P+	23/05/2001	MR1	D3	Yockney	SE										
9	P+	23/05/2001	MR1	D4	Yockney	SE										
9	P+	23/05/2001	MR1	E2	Choquenot	OLD	1530	1410	Ship Rat						y	DOA
9	P+	23/05/2001	MR1	E4	Choquenot	SE										
9	P+	23/05/2001	MR1	E5	Choquenot	SE										
9	P+	23/05/2001	MR1	E9	Choquenot	SE										
9	P+	23/05/2001	MR1	F1	Choquenot	RECAP	n/a	1521	Mouse				Sum			
9	P+	23/05/2001	MR1	F3	Choquenot	SE										
9	P+	23/05/2001	MR1	F4	Choquenot	RECAP	n/a	1422	Mouse	M			Aut			
9	P+	23/05/2001	MR1	F5	Choquenot	SE										
9	P+	23/05/2001	MR1	F6	Choquenot	SE										
9	P+	23/05/2001	MR1	F7	Choquenot	SE										
9	P+	23/05/2001	MR1	F8	Choquenot	SE										
9	P+	23/05/2001	MR1	F9	Choquenot	SE										
9	P+	23/05/2001	MR1	G1	Choquenot	SE										
9	P+	23/05/2001	MR1	G4	Choquenot	SE										
9	P+	23/05/2001	MR1	G5	Choquenot	SE										
9	P+	23/05/2001	MR1	G6	Choquenot	SE										
9	P+	23/05/2001	MR1	G7	Choquenot	SE										
9	P+	23/05/2001	MR1	H6	Choquenot	SE										
9	P+	23/05/2001	MR1	H7	Choquenot	SE										
9	P+	23/05/2001	MR1	H8	Choquenot	SE										
9	P+	23/05/2001	MR1	I1	Choquenot	OLD	n/a	1585	Mouse	F	19.5	87	Win	Juv		
9	P+	23/05/2001	MR1	I5	Choquenot	SE										
9	P+	23/05/2001	MR1	I6	Choquenot	SE										
9	P+	23/05/2001	MR1	I7	Choquenot	SE										
9	P+	23/05/2001	MR1	I8	Choquenot	SE										
9	P+	23/05/2001	MR2	A2	Yockney	NEW	n/a	1424	Mouse	F	18	75	Aut	Juv		
9	P+	23/05/2001	MR2	A5	Yockney	RECAP	n/a	2416	Mouse							
9	P+	23/05/2001	MR2	A6	Yockney	SE										
9	P+	23/05/2001	MR2	A9	Yockney	RECAP	n/a	1480	Mouse	M			Win			
9	P+	23/05/2001	MR2	B1	Yockney	RECAP	n/a	1463	Mouse						y	DOA
9	P+	23/05/2001	MR2	B6	Yockney	RECAP	n/a	2418	Mouse							
9	P+	23/05/2001	MR2	B7	Yockney	SE										
9	P+	23/05/2001	MR2	B8	Yockney	SE										
9	P+	23/05/2001	MR2	B9	Yockney	SE										
9	P+	23/05/2001	MR2	C9	Yockney	RECAP	n/a	1475	Mouse							
9	P+	23/05/2001	MR2	D6	Yockney	SE										
9	P+	23/05/2001	MR2	D8	Yockney	RECAP	n/a	2068	Mouse							
9	P+	23/05/2001	MR2	E6	Choquenot	SE										Missing trap
9	P+	23/05/2001	MR2	E7	Choquenot	SE										
9	P+	23/05/2001	MR2	E8	Choquenot	RECAP	n/a	2536	Mouse							
9	P+	23/05/2001	MR2	E9	Choquenot	NEW	n/a	1431	Mouse	F	17	85	Aut	Juv		
9	P+	23/05/2001	MR2	F3	Choquenot	SE										
9	P+	23/05/2001	MR2	F5	Choquenot	SE										
9	P+	23/05/2001	MR2	F9	Choquenot	SE										
9	P+	23/05/2001	MR2	G2	Choquenot	RECAP	n/a	2945	Mouse				Sum			
9	P+	23/05/2001	MR2	G7	Choquenot	RECAP	n/a	2433	Mouse							
9	P+	23/05/2001	MR2	H3	Choquenot	SE										
9	P+	23/05/2001	MR2	H4	Choquenot	RECAP	n/a	2752	Mouse	F			Spr			
9	P+	23/05/2001	MR2	I2	Choquenot	NEW	1492	1595	Ship Rat	F	50	120		Juv		
9	P+	23/05/2001	MR2	I3	Choquenot	NEW	1495	1580	Kiore	M	53	130		Juv		
9	P+	23/05/2001	MR2	I4	Choquenot	RECAP	n/a	2871	Mouse	F			Win			
9	P+	23/05/2001	MR2	I5	Choquenot	RECAP	n/a	2903	Mouse	F			Win			
9	P+	23/05/2001	R1	A3	Yockney	SE										
9	P+	23/05/2001	R1	A9	Yockney	SE										trap missing under snowfall
9	P+	23/05/2001	R1	C9	Yockney	SE										
9	P+	23/05/2001	R1	D6	Yockney	SE										
9	P+	23/05/2001	R1	D7	Yockney	SE										
9	P+	23/05/2001	R1	D8	Yockney	SE										
9	P+	23/05/2001	R1	E5	Choquenot	SE										
9	P+	23/05/2001	R1	E6	Choquenot	SE										
9	P+	23/05/2001	R1	E7	Choquenot	SE										
9	P+	23/05/2001	R1	E8	Choquenot	SE										
9	P+	23/05/2001	R1	E9	Choquenot	SE										
9	P+	23/05/2001	R1	F4	Choquenot	SE										
9	P+	23/05/2001	R1	F5	Choquenot	SE										
9	P+	23/05/2001	R1	F6	Choquenot	SE										
9	P+	23/05/2001	R1	F9	Choquenot	SE										
9	P+	23/05/2001	R1	G1	Choquenot	DEAD	n/a		Mouse							
9	P+	23/05/2001	R1	G3	Choquenot	SE										
9	P+	23/05/2001	R1	G4	Choquenot	SE										
9	P+	23/05/2001	R1	G5	Choquenot	SE										
9	P+	23/05/2001	R1	G6	Choquenot	SE										
9	P+	23/05/2001	R1	G7	Choquenot	SE										
9	P+	23/05/2001	R1	I1	Choquenot	SE										
9	P+	23/05/2001	R1	I2	Choquenot	SE										
9	P+	23/05/2001	R1	I3	Choquenot	SE										
9	P+	23/05/2001	R1	I4	Choquenot	SE										
9	P+	23/05/2001	R1	I5	Choquenot	SE										
9	P+	23/05/2001	R1	I6	Choquenot	SE										
9	P+	23/05/2001	R1	I9	Choquenot	SE										
9	P+	23/05/2001	R2	A2	Yockney	SE										
9	P+	23/05/2001	R2	A3	Yockney	DEAD	n/a		Mouse							
9	P+	23/05/2001	R2	A4	Yockney	SE										
9	P+	23/05/2001	R2	A7	Yockney	DEAD	n/a		Mouse							
9	P+	23/05/2001	R2	A9	Yockney	SE										
9	P+	23/05/2001	R2	B3	Yockney	SE										
9	P+	23/05/2001	R2	B8	Yockney	SE										
9	P+	23/05/2001	R2	C2	Yockney	SE										
9	P+	23/05/2001	R2	C6	Yockney	SE										
9	P+	23/05/2001	R2	C8	Yockney	SE										
9	P+	23/05/2001	R2	D3	Yockney	SE										
9	P+	23/05/2001	R2	D5	Yockney	SE										
9	P+	23/05/2001	R2	D8	Yockney	SE										
9	P+	23/05/2001	R2	D9	Yockney	SE										
9	P+	23/05/2001	R2	E6	Choquenot	SE										
9	P+	23/05/2001	R2	E8	Choquenot	SE										
9	P+	23/05/2001	R2	E9	Choquenot	SE										
9	P+	23/05/2001	R2	F8	Choquenot	RECAP	1523	2915	Kiore							
9	P+	23/05/2001	R2	G4	Choquenot	SE										
9	P+	23/05/2001	R2	G5	Choquenot	SE										
9	P+	23/05/2001	R2	G7	Choquenot	SE										
9	P+	23/05/2001	R2	G9	Choquenot	DEAD	n/a		Mouse							
9	P+	23/05/2001	R2	I6	Choquenot	SE										
9	P+	23/05/2001	R2	I7	Choquenot	SE										
9	P+	23/05/2001	R2	I8	Choquenot	SE										
9	P+	23/05/2001	R2	I9	Choquenot	SE										
9	P+	29/05/2001	M1	A4	Young	SE										
9	P+	29/05/2001	M1	A6	Young	SE										
9	P+	29/05/2001	M1	B6	Young	SE										
9	P+	29/05/2001	M1	B7	Young	SE										
9	P+	29/05/2001	M1	B8	Young	SE										
9	P+	29/05/2001	M1	C4	Young	SE										
9	P+	29/05/2001	M1	C5	Young	SE										
9	P+	29/05/2001	M1	C6	Young	SE										
9	P+	29/05/2001	M1	C7	Young	SE										
9	P+	29/05/2001	M1	C9	Young	DEAD			Ship Rat							
9	P+	29/05/2001	M1	D4	Young	SE										
9	P+	29/05/2001	M1	D5	Young	SE										
9	P+	29/05/2001	M1	D8	Young	SE										
9	P+	29/05/2001	M1	D9	Young	SE										
9	P+	29/05/2001	M1	E3	Young	SE										
9	P+	29/05/2001	M1	E4	Young	SE										
9	P+	29/05/2001	M1	E6	Young	SE										
9	P+	29/05/2001	M1	E7	Young	SE										
9	P+	29/05/2001	M1	E8	Young	SE										
9	P+	29/05/2001	M1	F1	Choquenot	RECAP	n/a	2955	Mouse	M	17	85	Sum	Juv		
9	P+	29/05/2001	M1	F4	Choquenot	SE										
9	P+	29/05/2001	M1	F6	Choquenot	SE										
9	P+	29/05/2001	M1	F7	Choquenot	SE										
9	P+	29/05/2001	M1	F8	Choquenot	SE										
9	P+	29/05/2001	M1	F9	Choquenot	SE										
9	P+	29/05/2001	M1	G5	Choquenot	RECAP	n/a	2953	Mouse	M			Sum	Juv		
9	P+	29/05/2001	M1	G7	Choquenot	SE										
9	P+	29/05/2001	M1	G8	Choquenot	SE										
9	P+	29/05/2001	M1	H1	Choquenot	NEW	n/a	2965	Mouse	M	14.5	80	Aut	Juv		
9	P+	29/05/2001	M1	H3	Choquenot	SE										
9	P+	29/05/2001	M1	H7	Choquenot	SE										
9	P+	29/05/2001	M1	H8	Choquenot	SE										
9	P+	29/05/2001	M1	I1	Choquenot	NEW	n/a	1487	Mouse	M	17.5	85	Aut	Juv		
9	P+	29/05/2001	M1	I2	Choquenot	RECAP	n/a	1405	Mouse							
9	P+	29/05/2001	M1	I7	Choquenot	SE										
9	P+	29/05/2001	M1	I8	Choquenot	DEAD			Ship Rat							
9	P+	29/05/2001	M1	I9	Choquenot	SE										
9	P+	29/05/2001	M2	A2	Young	RECAP	n/a	1590	Mouse	M	20	80	Win	Juv		
9	P+	29/05/2001	M2	A8	Young	RECAP	n/a	1548	Mouse	M	20	70	Aut	Juv		
9	P+	29/05/2001	M2	B4	Young	RECAP	n/a	1598	Mouse	F	14	70	Spr	Juv		
9	P+	29/05/2001	M2	C4	Young	DEAD			Ship Rat							
9	P+	29/05/2001	M2	D4	Young	RECAP	n/a	2905	Mouse	F	20	75	Win	Juv		No ear
9	P+	29/05/2001	M2	D5	Young	RECAP	n/a	2349	Mouse	M	23	80	Win	Juv		
9	P+	29/05/2001	M2	E5	Young	SE										
9	P+	29/05/2001	M2	F1	Choquenot	SE										
9	P+	29/05/2001	M2	F2	Choquenot	SE										
9	P+	29/05/2001	M2	F3	Choquenot	SE										
9	P+	29/05/2001	M2	G1	Choquenot	RECAP	n/a	2959	Mouse	M			Aut	Juv		
9	P+	29/05/2001	M2	G2	Choquenot	OLD	n/a	2197	Mouse	M	13	85	Win	Juv		
9	P+	29/05/2001	M2	G4	Choquenot	SE										
9	P+	29/05/2001	M2	G9	Choquenot	OLD	n/a	2811	Mouse	?	20	85	Sum	Juv		
9	P+	29/05/2001	M2	I1	Choquenot	RECAP	n/a	1514	Mouse				Aut			
9	P+	29/05/2001	M2	I2	Choquenot	RECAP	n/a	2976	Mouse	M	18	85	Sum	Juv		
9	P+	29/05/2001	M2	I5	Choquenot	SE										
9	P+	29/05/2001	M2	I7	Choquenot	RECAP	n/a	1496	Mouse	M	20	90	Win	Juv		
9	P+	29/05/2001	M2	I9	Choquenot	SE										
9	P+	29/05/2001	MR1	A2	Young	SE										
9	P+	29/05/2001	MR1	A6	Young	SE										
9	P+	29/05/2001	MR1	D1	Young	RECAP	n/a	1422	Mouse	M			Aut			
9	P+	29/05/2001	MR1	D2	Young	SE										
9	P+	29/05/2001	MR1	D6	Young	SE										
9	P+	29/05/2001	MR1	D7	Young	RECAP	n/a	1482	Mouse	M	17	75	Win			
9	P+	29/05/2001	MR1	D9	Young	RECAP	n/a	1596	Mouse	M	15	75	Aut			
9	P+	29/05/2001	MR1	E4	Young	SE										
9	P+	29/05/2001	MR1	F1	Choquenot	NEW	n/a	1491	Mouse	M	19.5	90	Aut	Adult		
9	P+	29/05/2001	MR1	F6	Choquenot	SE										
9	P+	29/05/2001	MR1	F7	Choquenot	SE										
9	P+	29/05/2001	MR1	G1	Choquenot	OLD	n/a	1460	Mouse	M	19.5	85	Win	Juv		
9	P+	29/05/2001	MR1	G2	Choquenot	SE										
9	P+	29/05/2001	MR1	G9	Choquenot	SE										
9	P+	29/05/2001	MR1	H2	Choquenot	RECAP	n/a	1521	Mouse				Sum			
9	P+	29/05/2001	MR1	H4	Choquenot	SE										
9	P+	29/05/2001	MR1	H9	Choquenot	SE										
9	P+	29/05/2001	MR1	I2	Choquenot	SE										
9	P+	29/05/2001	MR1	I3	Choquenot	SE										
9	P+	29/05/2001	MR1	I4	Choquenot	SE										
9	P+	29/05/2001	MR2	A1	Young	SE										
9	P+	29/05/2001	MR2	A3	Young	SE										
9	P+	29/05/2001	MR2	A8	Young	RECAP	n/a	1480	Mouse	M	17	75	Win			
9	P+	29/05/2001	MR2	B4	Young	SE										
9	P+	29/05/2001	MR2	B5	Young	RECAP	n/a	2418	Mouse	F	16	70		Juv		
9	P+	29/05/2001	MR2	B6	Young	OLD	n/a	2068	Mouse	M	14	75	Win	Juv		
9	P+	29/05/2001	MR2	B7	Young	SE										
9	P+	29/05/2001	MR2	E2	Young	RECAP	n/a	2752	Mouse	F	12	75	Spr			Weight seems light
9	P+	29/05/2001	MR2	E7	Young	SE										
9	P+	29/05/2001	MR2	F7	Young	SE										
9	P+	29/05/2001	MR2	F8	Young	SE										
9	P+	29/05/2001	MR2	G1	Choquenot	RECAP	n/a	2945	Mouse		15	75	Sum	Juv		
9	P+	29/05/2001	MR2	G5	Choquenot	SE										
9	P+	29/05/2001	MR2	G6	Choquenot	SE										
9	P+	29/05/2001	MR2	G8	Choquenot	SE										
9	P+	29/05/2001	MR2	H1	Choquenot	NEW	n/a	1587	Mouse	F	15	85	Aut	Juv		
9	P+	29/05/2001	MR2	H5	Choquenot	RECAP	n/a	2871	Mouse	F	14	80	Win	Juv		
9	P+	29/05/2001	MR2	H7	Choquenot	OLD	1384	2938	Kiore	M	55	138		Adult		2938 is a new tag
9	P+	29/05/2001	MR2	H9	Choquenot	OLD	n/a	2910	Mouse	?	18	85	Spr	Juv		
9	P+	29/05/2001	MR2	I2	Choquenot	RECAP	1492	1595	Ship Rat	F		120		Juv		
9	P+	29/05/2001	MR2	I4	Choquenot	RECAP	n/a	2903	Mouse	F			Win	Juv		
9	P+	29/05/2001	MR2	I9	Choquenot	SE										
9	P+	29/05/2001	R1	A5	Young	NEW	1501	1594	Kiore	M	60	120		Juv		
9	P+	29/05/2001	R1	B9	Young	SE										
9	P+	29/05/2001	R1	D2	Young	SE										
9	P+	29/05/2001	R1	E6	Choquenot	SE										
9	P+	29/05/2001	R1	F3	Choquenot	SE										
9	P+	29/05/2001	R1	F4	Choquenot	SE										
9	P+	29/05/2001	R1	F6	Choquenot	SE										
9	P+	29/05/2001	R1	F7	Choquenot	SE										
9	P+	29/05/2001	R1	F8	Choquenot	SE										
9	P+	29/05/2001	R1	F9	Choquenot	SE										
9	P+	29/05/2001	R1	G1	Choquenot	SE										
9	P+	29/05/2001	R1	G3	Choquenot	SE										
9	P+	29/05/2001	R1	G4	Choquenot	SE										
9	P+	29/05/2001	R1	G5	Choquenot	SE										
9	P+	29/05/2001	R1	G7	Choquenot	SE										
9	P+	29/05/2001	R1	G8	Choquenot	SE										
9	P+	29/05/2001	R1	H1	Choquenot	SE										
9	P+	29/05/2001	R1	H3	Choquenot	SE										
9	P+	29/05/2001	R1	H6	Choquenot	SE										
9	P+	29/05/2001	R1	H7	Choquenot	SE										
9	P+	29/05/2001	R1	H8	Choquenot	SE										
9	P+	29/05/2001	R1	H9	Choquenot	SE										
9	P+	29/05/2001	R1	I1	Choquenot	SE										
9	P+	29/05/2001	R1	I3	Choquenot	SE										
9	P+	29/05/2001	R1	I4	Choquenot	SE										
9	P+	29/05/2001	R1	I5	Choquenot	SE										
9	P+	29/05/2001	R2	A9	Young	SE										
9	P+	29/05/2001	R2	B7	Young	SE										
9	P+	29/05/2001	R2	B8	Young	RECAP	n/a		Mouse							
9	P+	29/05/2001	R2	B9	Young	SE										
9	P+	29/05/2001	R2	C6	Young	DEAD	n/a		Mouse							
9	P+	29/05/2001	R2	C7	Young	SE										
9	P+	29/05/2001	R2	D1	Young	SE										
9	P+	29/05/2001	R2	D7	Young	SE										
9	P+	29/05/2001	R2	D9	Young	SE										
9	P+	29/05/2001	R2	E5	Choquenot	SE										
9	P+	29/05/2001	R2	E9	Choquenot	DEAD	n/a		Mouse							
9	P+	29/05/2001	R2	G3	Choquenot	SE										
9	P+	29/05/2001	R2	G5	Choquenot	SE										
9	P+	29/05/2001	R2	G6	Choquenot	SE										
9	P+	29/05/2001	R2	G9	Choquenot	SE										
9	P+	29/05/2001	R2	H6	Choquenot	SE										
9	P+	29/05/2001	R2	H7	Choquenot	SE										
9	P+	29/05/2001	R2	H8	Choquenot	SE										
9	P+	29/05/2001	R2	H9	Choquenot	SE										
9	P+	29/05/2001	R2	I5	Choquenot	SE										
9	P+	29/05/2001	R2	I8	Choquenot	DEAD	n/a		Mouse							
9	P+	30/05/2001	M1	B3	Young	SE										
9	P+	30/05/2001	M1	B7	Young	SE										
9	P+	30/05/2001	M1	B8	Young	SE										
9	P+	30/05/2001	M1	C1	Young	SE										
9	P+	30/05/2001	M1	C2	Young	SE										
9	P+	30/05/2001	M1	C3	Young	SE										
9	P+	30/05/2001	M1	C4	Young	SE										
9	P+	30/05/2001	M1	D9	Young	SE										
9	P+	30/05/2001	M1	E2	Young	NEW	n/a	2965	Mouse	F	13	75	Aut	Juv		
9	P+	30/05/2001	M1	E3	Young	SE										
9	P+	30/05/2001	M1	E6	Young	SE										
9	P+	30/05/2001	M1	E8	Young	RECAP	n/a	2950	Mouse	M	17	75	Aut	Juv		
9	P+	30/05/2001	M1	F2	Choquenot	RECAP	n/a	2955	Mouse	M			Sum			
9	P+	30/05/2001	M1	F3	Choquenot	SE										
9	P+	30/05/2001	M1	F4	Choquenot	SE										
9	P+	30/05/2001	M1	F5	Choquenot	SE										
9	P+	30/05/2001	M1	F6	Choquenot	RECAP	n/a	2953	Mouse	M			Sum			
9	P+	30/05/2001	M1	F7	Choquenot	SE										
9	P+	30/05/2001	M1	F8	Choquenot	SE										
9	P+	30/05/2001	M1	F9	Choquenot	SE										
9	P+	30/05/2001	M1	G1	Choquenot	SE										
9	P+	30/05/2001	M1	G2	Choquenot	SE										
9	P+	30/05/2001	M1	G3	Choquenot	SE										
9	P+	30/05/2001	M1	G4	Choquenot	SE										
9	P+	30/05/2001	M1	H1	Choquenot	RECAP	n/a	1405	Mouse							
9	P+	30/05/2001	M1	I7	Choquenot	SE										
9	P+	30/05/2001	M1	I8	Choquenot	SE										
9	P+	30/05/2001	M1	I9	Choquenot	SE										
9	P+	30/05/2001	M2	C2	Young	SE										
9	P+	30/05/2001	M2	C5	Young	SE										
9	P+	30/05/2001	M2	C9	Young	RECAP	n/a	1469	Mouse	F	17	75				
9	P+	30/05/2001	M2	D5	Young	RECAP	n/a	2905	Mouse	F			Win			
9	P+	30/05/2001	M2	D6	Young	SE										
9	P+	30/05/2001	M2	D9	Young	RECAP	n/a	2811	Mouse	?	16	75	Sum			
9	P+	30/05/2001	M2	E4	Young	RECAP	n/a	2337	Mouse	F	18	75	Win			
9	P+	30/05/2001	M2	E5	Young	SE										
9	P+	30/05/2001	M2	F1	Choquenot	SE										
9	P+	30/05/2001	M2	F4	Choquenot	SE										
9	P+	30/05/2001	M2	G1	Choquenot	DEAD			Ship Rat						y	DOA
9	P+	30/05/2001	M2	H1	Choquenot	RECAP	n/a	2959	Mouse	M			Aut			
9	P+	30/05/2001	M2	I1	Choquenot	RECAP	n/a	1514	Mouse				Aut			
9	P+	30/05/2001	M2	I2	Choquenot	SE										
9	P+	30/05/2001	M2	I3	Choquenot	RECAP	n/a	2976	Mouse	M	17.5	85	Sum	Juv		
9	P+	30/05/2001	MR1	B9	Young	OLD	n/a	2919	Mouse	M	16	80	Sum			
9	P+	30/05/2001	MR1	C7	Young	RECAP	n/a	1482	Mouse	M			Win		y	DOA
9	P+	30/05/2001	MR1	C9	Young	SE										
9	P+	30/05/2001	MR1	E1	Choquenot	RECAP	n/a	1422	Mouse	M		76	Aut	Juv		
9	P+	30/05/2001	MR1	F1	Choquenot	RECAP	n/a	1491	Mouse							
9	P+	30/05/2001	MR1	F2	Choquenot	RECAP	n/a	1521	Mouse				Sum		y	Caught by owl on release.  Buggar.
